ipa,syl,son,cons,cont,delrel,lat,nas,strid,voi,sg,cg,ant,cor,distr,lab,hi,lo,back,round,velaric,long,tense,approx,dors
ɖʲ,-,-,+,-,-,0,0,0,+,0,0,-,+,-,-,+,0,-,0,0,0,0,0,-
ʈᶣ,-,-,+,-,-,0,0,0,-,0,0,-,+,-,-,+,0,-,+,0,0,0,0,-
ɖᶣ,-,-,+,-,-,0,0,0,+,0,0,-,+,-,-,+,0,-,+,0,0,0,0,-
ʈˠ,-,-,+,-,-,0,0,0,-,0,0,-,+,-,-,+,0,+,0,0,0,0,0,-
ɖˠ,-,-,+,-,-,0,0,0,+,0,0,-,+,-,-,+,0,+,0,0,0,0,0,-
ʈʷ,-,-,+,-,-,0,0,0,-,0,0,-,+,-,-,+,0,+,+,0,0,0,0,-
ʈʷˠ,-,-,+,-,-,0,0,0,-,0,0,-,+,-,-,+,0,+,+,0,0,0,0,-
ʈʲʷ,-,-,+,-,-,0,0,0,-,0,0,-,+,-,-,+,0,+,+,0,0,0,0,-
ɖʷˠ,-,-,+,-,-,0,0,0,+,0,0,-,+,-,-,+,0,+,+,0,0,0,0,-
ɖʷ,-,-,+,-,-,0,0,0,+,0,0,-,+,-,-,+,0,+,+,0,0,0,0,-
ɖʲʷ,-,-,+,-,-,0,0,0,+,0,0,-,+,-,-,+,0,+,+,0,0,0,0,-
t̪ʳ,-,-,+,-,-,0,0,0,-,0,0,-,+,+,-,+,0,0,+,0,0,0,0,-
t̪ʴ,-,-,+,-,-,0,0,0,-,0,0,-,+,+,-,+,0,0,+,0,0,0,0,-
d̪ʳ,-,-,+,-,-,0,0,0,+,0,0,-,+,+,-,+,0,0,+,0,0,0,+,-
d̪ʴ,-,-,+,-,-,0,0,0,+,0,0,-,+,+,-,+,0,0,+,0,0,0,+,-
tʲ,-,-,+,-,-,0,0,0,-,0,0,+,+,-,-,+,0,-,0,0,0,0,0,-
dʲ,-,-,+,-,-,0,0,0,+,0,0,+,+,-,-,+,0,-,0,0,0,0,0,-
tᶣ,-,-,+,-,-,0,0,0,-,0,0,+,+,-,-,+,0,-,+,0,0,0,0,-
dᶣ,-,-,+,-,-,0,0,0,+,0,0,+,+,-,-,+,0,-,+,0,0,0,0,-
tˠ,-,-,+,-,-,0,0,0,-,0,0,+,+,-,-,+,0,+,0,0,0,0,0,-
dˠ,-,-,+,-,-,0,0,0,+,0,0,+,+,-,-,+,0,+,0,0,0,0,0,-
tʷ,-,-,+,-,-,0,0,0,-,0,0,+,+,-,-,+,0,+,+,0,0,0,0,-
tʷˠ,-,-,+,-,-,0,0,0,-,0,0,+,+,-,-,+,0,+,+,0,0,0,0,-
tʲʷ,-,-,+,-,-,0,0,0,-,0,0,+,+,-,-,+,0,+,+,0,0,0,0,-
dʷˠ,-,-,+,-,-,0,0,0,+,0,0,+,+,-,-,+,0,+,+,0,0,0,0,-
dʷ,-,-,+,-,-,0,0,0,+,0,0,+,+,-,-,+,0,+,+,0,0,0,0,-
dʲʷ,-,-,+,-,-,0,0,0,+,0,0,+,+,-,-,+,0,+,+,0,0,0,0,-
t̪ʲ,-,-,+,-,-,0,0,0,-,0,0,+,+,+,-,+,0,-,0,0,0,0,0,-
d̪ʲ,-,-,+,-,-,0,0,0,+,0,0,+,+,+,-,+,0,-,0,0,0,0,+,-
t̪ᶣ,-,-,+,-,-,0,0,0,-,0,0,+,+,+,-,+,0,-,+,0,0,0,0,-
d̪ᶣ,-,-,+,-,-,0,0,0,+,0,0,+,+,+,-,+,0,-,+,0,0,0,+,-
t̪ˠ,-,-,+,-,-,0,0,0,-,0,0,+,+,+,-,+,0,+,0,0,0,0,0,-
d̪ˠ,-,-,+,-,-,0,0,0,+,0,0,+,+,+,-,+,0,+,0,0,0,0,+,-
t̪ʷ,-,-,+,-,-,0,0,0,-,0,0,+,+,+,-,+,0,+,+,0,0,0,0,-
t̪ʷˠ,-,-,+,-,-,0,0,0,-,0,0,+,+,+,-,+,0,+,+,0,0,0,0,-
t̪ʲʷ,-,-,+,-,-,0,0,0,-,0,0,+,+,+,-,+,0,+,+,0,0,0,0,-
d̪ʷˠ,-,-,+,-,-,0,0,0,+,0,0,+,+,+,-,+,0,+,+,0,0,0,+,-
d̪ʷ,-,-,+,-,-,0,0,0,+,0,0,+,+,+,-,+,0,+,+,0,0,0,+,-
d̪ʲʷ,-,-,+,-,-,0,0,0,+,0,0,+,+,+,-,+,0,+,+,0,0,0,+,-
pʲ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,+,+,0,-,0,0,0,0,0,-
bʲ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,+,+,0,-,0,0,0,0,0,-
pˠ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,+,+,0,+,0,0,0,0,0,-
bˠ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,+,+,0,+,0,0,0,0,0,-
pʷ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,+,+,0,+,+,0,0,0,0,-
pʷˠ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,+,+,0,+,+,0,0,0,0,-
pʲʷ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,+,+,0,+,+,0,0,0,0,-
bʷˠ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,+,+,0,+,+,0,0,0,0,-
bʷ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,+,+,0,+,+,0,0,0,0,-
bʲʷ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,+,+,0,+,+,0,0,0,0,-
pʳ,-,-,+,-,-,0,0,0,-,0,0,-,-,0,+,+,0,0,+,0,0,0,0,-
pʴ,-,-,+,-,-,0,0,0,-,0,0,-,-,0,+,+,0,0,+,0,0,0,0,-
bʳ,-,-,+,-,-,0,0,0,+,0,0,-,-,0,+,+,0,0,+,0,0,0,0,-
bʴ,-,-,+,-,-,0,0,0,+,0,0,-,-,0,+,+,0,0,+,0,0,0,0,-
c̟,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
c̠,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
cᵊ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
c̾,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
ˈc,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
cᵗ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
ˌc,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
cᶻ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
c̚,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
c,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
cᵈ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
cʲ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
kʲ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
qʲ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
ʰ̵c,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
cᵍ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
ᵈ̵c,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
c͉,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
c̪,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
ç͈,-,-,+,-,-,0,0,-,-,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
ᵇ̵c,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
ɟ̟,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
ɟ̠,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
ˈɟ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
ɟᵗ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
ˌɟ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
ɟᵊ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
ɟᶻ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
ɟ̾,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
ɟ̚,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
ɟ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
ɟᵈ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
ɟʲ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
ɡʲ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
ɢʲ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
ɟᵍ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
ᵈ̵ɟ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
ɟ͉,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
ɟ̪,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
ʝ͈,-,-,+,-,-,0,0,-,+,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
ᵇ̵ɟ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
ʰ̵ɟ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
cᶣ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,-,+,0,0,0,0,+
kᶣ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,-,+,0,0,0,0,+
qᶣ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,-,+,0,0,0,0,+
ɟᶣ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,-,+,0,0,0,0,+
ɡᶣ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,-,+,0,0,0,0,+
ɢᶣ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,-,+,0,0,0,0,+
k̟,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
k̠,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
kᵊ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
ˈk,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
kᵗ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
ˌk,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
k̾,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
kᶻ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
k̚,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
k,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
kᵈ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
cˠ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
qˠ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
kᵍ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
ʰ̵k,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
ᵈ̵k,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
k͉,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
k̪,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
x͈,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
ᵇ̵k,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
ɡ̟,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
ɡ̠,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
ˈɡ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
ɡᵗ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
ˌɡ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
ɡᶻ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
ɡ̾,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
ɡᵊ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
ɡ̚,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
ɡ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
ɡᵈ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
ɡᵍ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
ɟˠ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
ɢˠ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
ᵈ̵ɡ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
ɡ͉,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
ɡ̪,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
ɣ͈,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,+,0,0,0,0,+,+
ᵇ̵ɡ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
ʰ̵ɡ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
cʷ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,+,+,0,0,0,0,+
kʷ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,+,+,0,0,0,0,+
qʷ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,+,+,0,0,0,0,+
cʷˠ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,+,+,0,0,0,0,+
kʷˠ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,+,+,0,0,0,0,+
qʷˠ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,+,+,0,0,0,0,+
cʲʷ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,+,+,0,0,0,0,+
kʲʷ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,+,+,0,0,0,0,+
qʲʷ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,-,+,+,0,0,0,0,+
ɟʷˠ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,+,+,0,0,0,0,+
ɟʷ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,+,+,0,0,0,0,+
ɡʷ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,+,+,0,0,0,0,+
ɢʷ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,+,+,0,0,0,0,+
ɡʷˠ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,+,+,0,0,0,0,+
ɢʷˠ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,+,+,0,0,0,0,+
ɟʲʷ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,+,+,0,0,0,0,+
ɡʲʷ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,+,+,0,0,0,0,+
ɢʲʷ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,-,+,+,0,0,0,0,+
cʳ,-,-,+,-,-,0,0,0,-,0,0,-,-,0,-,+,-,-,+,0,0,0,0,+
cʴ,-,-,+,-,-,0,0,0,-,0,0,-,-,0,-,+,-,-,+,0,0,0,0,+
ɟʳ,-,-,+,-,-,0,0,0,+,0,0,-,-,0,-,+,-,-,+,0,0,0,0,+
ɟʴ,-,-,+,-,-,0,0,0,+,0,0,-,-,0,-,+,-,-,+,0,0,0,0,+
kʳ,-,-,+,-,-,0,0,0,-,0,0,-,-,0,-,+,-,+,+,0,0,0,0,+
qʳ,-,-,+,-,-,0,0,0,-,0,0,-,-,0,-,+,-,+,+,0,0,0,0,+
kʴ,-,-,+,-,-,0,0,0,-,0,0,-,-,0,-,+,-,+,+,0,0,0,0,+
qʴ,-,-,+,-,-,0,0,0,-,0,0,-,-,0,-,+,-,+,+,0,0,0,0,+
ɡʳ,-,-,+,-,-,0,0,0,+,0,0,-,-,0,-,+,-,+,+,0,0,0,0,+
ɢʳ,-,-,+,-,-,0,0,0,+,0,0,-,-,0,-,+,-,+,+,0,0,0,0,+
ɡʴ,-,-,+,-,-,0,0,0,+,0,0,-,-,0,-,+,-,+,+,0,0,0,0,+
ɢʴ,-,-,+,-,-,0,0,0,+,0,0,-,-,0,-,+,-,+,+,0,0,0,0,+
cˤ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,+,+,0,0,0,0,0,+
kˤ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,+,+,0,0,0,0,0,+
ɟˤ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,+,+,0,0,0,0,0,+
ɡˤ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,+,+,0,0,0,0,0,+
cʷˤ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,+,+,+,0,0,0,0,+
kʷˤ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,+,+,+,0,0,0,0,+
qʷˤ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,+,+,+,+,0,0,0,0,+
ɟʷˤ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,+,+,+,0,0,0,0,+
ɡʷˤ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,+,+,+,0,0,0,0,+
ɢʷˤ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,+,+,+,+,0,0,0,0,+
ʈʷˤ,-,-,+,-,-,0,0,0,-,0,0,-,+,-,-,+,+,+,+,0,0,0,0,-
ɖʷˤ,-,-,+,-,-,0,0,0,+,0,0,-,+,-,-,+,+,+,+,0,0,0,0,-
tʷˤ,-,-,+,-,-,0,0,0,-,0,0,+,+,-,-,+,+,+,+,0,0,0,0,-
dʷˤ,-,-,+,-,-,0,0,0,+,0,0,+,+,-,-,+,+,+,+,0,0,0,0,-
t̪ʷˤ,-,-,+,-,-,0,0,0,-,0,0,+,+,+,-,+,+,+,+,0,0,0,0,-
d̪ʷˤ,-,-,+,-,-,0,0,0,+,0,0,+,+,+,-,+,+,+,+,0,0,0,+,-
pʷˤ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,+,+,+,+,+,0,0,0,0,-
bʷˤ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,+,+,+,+,+,0,0,0,0,-
ˀʈ,-,-,+,-,-,0,0,0,-,0,+,-,+,-,-,0,0,0,0,0,0,0,0,-
ʈʼ,-,-,+,-,-,0,0,0,-,0,+,-,+,-,-,0,0,0,0,0,0,0,0,-
ɖ̰,-,-,+,-,-,0,0,0,+,0,+,-,+,-,-,0,0,0,0,0,0,0,0,-
ˀɖ,-,-,+,-,-,0,0,0,+,0,+,-,+,-,-,0,0,0,0,0,0,0,0,-
ˀt,-,-,+,-,-,0,0,0,-,0,+,+,+,-,-,0,0,0,0,0,0,0,0,-
tʼ,-,-,+,-,-,0,0,0,-,0,+,+,+,-,-,0,0,0,0,0,0,0,0,-
d̰,-,-,+,-,-,0,0,0,+,0,+,+,+,-,-,0,0,0,0,0,0,0,0,-
ˀd,-,-,+,-,-,0,0,0,+,0,+,+,+,-,-,0,0,0,0,0,0,0,0,-
ˀt̪,-,-,+,-,-,0,0,0,-,0,+,+,+,+,-,0,0,0,0,0,0,0,0,-
t̪ʼ,-,-,+,-,-,0,0,0,-,0,+,+,+,+,-,0,0,0,0,0,0,0,0,-
d̪̰,-,-,+,-,-,0,0,0,+,0,+,+,+,+,-,0,0,0,0,0,0,0,+,-
ˀd̪,-,-,+,-,-,0,0,0,+,0,+,+,+,+,-,0,0,0,0,0,0,0,+,-
ˀp,-,-,+,-,-,0,0,0,-,0,+,0,-,0,+,0,0,0,0,0,0,0,0,-
pʼ,-,-,+,-,-,0,0,0,-,0,+,0,-,0,+,0,0,0,0,0,0,0,0,-
b̰,-,-,+,-,-,0,0,0,+,0,+,0,-,0,+,0,0,0,0,0,0,0,0,-
ˀb,-,-,+,-,-,0,0,0,+,0,+,0,-,0,+,0,0,0,0,0,0,0,0,-
ʈˤʼ,-,-,+,-,-,0,0,0,-,0,+,-,+,-,-,0,+,+,0,0,0,0,0,-
ɖ̰ˤ,-,-,+,-,-,0,0,0,+,0,+,-,+,-,-,0,+,+,0,0,0,0,0,-
tˤʼ,-,-,+,-,-,0,0,0,-,0,+,+,+,-,-,0,+,+,0,0,0,0,0,-
d̰ˤ,-,-,+,-,-,0,0,0,+,0,+,+,+,-,-,0,+,+,0,0,0,0,0,-
t̪ˤʼ,-,-,+,-,-,0,0,0,-,0,+,+,+,+,-,0,+,+,0,0,0,0,0,-
d̪̰ˤ,-,-,+,-,-,0,0,0,+,0,+,+,+,+,-,0,+,+,0,0,0,0,+,-
pˤʼ,-,-,+,-,-,0,0,0,-,0,+,0,-,0,+,0,+,+,0,0,0,0,0,-
b̰ˤ,-,-,+,-,-,0,0,0,+,0,+,0,-,0,+,0,+,+,0,0,0,0,0,-
ˀq,-,-,+,-,-,0,0,0,-,0,+,0,-,0,-,-,-,+,0,0,0,0,0,+
qʼ,-,-,+,-,-,0,0,0,-,0,+,0,-,0,-,-,-,+,0,0,0,0,0,+
ˀɢ,-,-,+,-,-,0,0,0,+,0,+,0,-,0,-,-,-,+,0,0,0,0,0,+
ɢ̰,-,-,+,-,-,0,0,0,+,0,+,0,-,0,-,-,-,+,0,0,0,0,0,+
qˤʼ,-,-,+,-,-,0,0,0,-,0,+,0,-,0,-,-,+,+,0,0,0,0,0,+
ɢ̰ˤ,-,-,+,-,-,0,0,0,+,0,+,0,-,0,-,-,+,+,0,0,0,0,0,+
ʈʼʲ,-,-,+,-,-,0,0,0,-,0,+,-,+,-,-,+,0,-,0,0,0,0,0,-
ʈʲʼ,-,-,+,-,-,0,0,0,-,0,+,-,+,-,-,+,0,-,0,0,0,0,0,-
ɖ̰ʲ,-,-,+,-,-,0,0,0,+,0,+,-,+,-,-,+,0,-,0,0,0,0,0,-
ɖ̰ˠ,-,-,+,-,-,0,0,0,+,0,+,-,+,-,-,+,0,+,0,0,0,0,0,-
ʈʷʼ,-,-,+,-,-,0,0,0,-,0,+,-,+,-,-,+,0,+,+,0,0,0,0,-
ʈʼʷ,-,-,+,-,-,0,0,0,-,0,+,-,+,-,-,+,0,+,+,0,0,0,0,-
ɖ̰ʷ,-,-,+,-,-,0,0,0,+,0,+,-,+,-,-,+,0,+,+,0,0,0,0,-
tʼʲ,-,-,+,-,-,0,0,0,-,0,+,+,+,-,-,+,0,-,0,0,0,0,0,-
tʲʼ,-,-,+,-,-,0,0,0,-,0,+,+,+,-,-,+,0,-,0,0,0,0,0,-
d̰ʲ,-,-,+,-,-,0,0,0,+,0,+,+,+,-,-,+,0,-,0,0,0,0,0,-
d̰ˠ,-,-,+,-,-,0,0,0,+,0,+,+,+,-,-,+,0,+,0,0,0,0,0,-
tʷʼ,-,-,+,-,-,0,0,0,-,0,+,+,+,-,-,+,0,+,+,0,0,0,0,-
tʼʷ,-,-,+,-,-,0,0,0,-,0,+,+,+,-,-,+,0,+,+,0,0,0,0,-
d̰ʷ,-,-,+,-,-,0,0,0,+,0,+,+,+,-,-,+,0,+,+,0,0,0,0,-
t̪ʼʲ,-,-,+,-,-,0,0,0,-,0,+,+,+,+,-,+,0,-,0,0,0,0,0,-
t̪ʲʼ,-,-,+,-,-,0,0,0,-,0,+,+,+,+,-,+,0,-,0,0,0,0,0,-
d̪̰ʲ,-,-,+,-,-,0,0,0,+,0,+,+,+,+,-,+,0,-,0,0,0,0,+,-
d̪̰ˠ,-,-,+,-,-,0,0,0,+,0,+,+,+,+,-,+,0,+,0,0,0,0,+,-
t̪ʷʼ,-,-,+,-,-,0,0,0,-,0,+,+,+,+,-,+,0,+,+,0,0,0,0,-
t̪ʼʷ,-,-,+,-,-,0,0,0,-,0,+,+,+,+,-,+,0,+,+,0,0,0,0,-
d̪̰ʷ,-,-,+,-,-,0,0,0,+,0,+,+,+,+,-,+,0,+,+,0,0,0,+,-
pʼʲ,-,-,+,-,-,0,0,0,-,0,+,0,-,0,+,+,0,-,0,0,0,0,0,-
pʲʼ,-,-,+,-,-,0,0,0,-,0,+,0,-,0,+,+,0,-,0,0,0,0,0,-
b̰ʲ,-,-,+,-,-,0,0,0,+,0,+,0,-,0,+,+,0,-,0,0,0,0,0,-
b̰ˠ,-,-,+,-,-,0,0,0,+,0,+,0,-,0,+,+,0,+,0,0,0,0,0,-
pʷʼ,-,-,+,-,-,0,0,0,-,0,+,0,-,0,+,+,0,+,+,0,0,0,0,-
pʼʷ,-,-,+,-,-,0,0,0,-,0,+,0,-,0,+,+,0,+,+,0,0,0,0,-
b̰ʷ,-,-,+,-,-,0,0,0,+,0,+,0,-,0,+,+,0,+,+,0,0,0,0,-
ˀc,-,-,+,-,-,0,0,0,-,0,+,0,-,0,-,+,-,-,0,0,0,0,0,+
cʼʲ,-,-,+,-,-,0,0,0,-,0,+,0,-,0,-,+,-,-,0,0,0,0,0,+
kʼʲ,-,-,+,-,-,0,0,0,-,0,+,0,-,0,-,+,-,-,0,0,0,0,0,+
qʼʲ,-,-,+,-,-,0,0,0,-,0,+,0,-,0,-,+,-,-,0,0,0,0,0,+
cʼ,-,-,+,-,-,0,0,0,-,0,+,0,-,0,-,+,-,-,0,0,0,0,0,+
