ipa,syl,son,cons,cont,delrel,lat,nas,strid,voi,sg,cg,ant,cor,distr,lab,hi,lo,back,round,velaric,long,tense,approx,dors
ʔ̟,-,-,-,-,0,0,0,0,-,-,+,0,0,0,0,0,0,0,0,0,0,0,-,0
ʔᵊ,-,-,-,-,0,0,0,0,-,-,+,0,0,0,0,0,0,0,0,0,0,0,-,0
ˈʔ,-,-,-,-,0,0,0,0,-,-,+,0,0,0,0,0,0,0,0,0,0,0,-,0
ʔᵗ,-,-,-,-,0,0,0,0,-,-,+,0,0,0,0,0,0,0,0,0,0,0,-,0
ˌʔ,-,-,-,-,0,0,0,0,-,-,+,0,0,0,0,0,0,0,0,0,0,0,-,0
ʔ̾,-,-,-,-,0,0,0,0,-,-,+,0,0,0,0,0,0,0,0,0,0,0,-,0
ʔᶻ,-,-,-,-,0,0,0,0,-,-,+,0,0,0,0,0,0,0,0,0,0,0,-,0
ʔ,-,-,-,-,0,0,0,0,-,-,+,0,0,0,0,0,0,0,0,0,0,0,-,0
ˀʔ,-,-,-,-,0,0,0,0,-,-,+,0,0,0,0,0,0,0,0,0,0,0,-,0
ʔ̚,-,-,-,-,0,0,0,0,-,-,+,0,0,0,0,0,0,0,0,0,0,0,-,0
ʔᵈ,-,-,-,-,0,0,0,0,-,-,+,0,0,0,0,0,0,0,0,0,0,0,-,0
ʰ̵ʔ,-,-,-,-,0,0,0,0,-,-,+,0,0,0,0,0,0,0,0,0,0,0,-,0
ʔᵍ,-,-,-,-,0,0,0,0,-,-,+,0,0,0,0,0,0,0,0,0,0,0,-,0
ᵈ̵ʔ,-,-,-,-,0,0,0,0,-,-,+,0,0,0,0,0,0,0,0,0,0,0,-,0
ʔ͉,-,-,-,-,0,0,0,0,-,-,+,0,0,0,0,0,0,0,0,0,0,0,-,0
ʔʼ,-,-,-,-,0,0,0,0,-,-,+,0,0,0,0,0,0,0,0,0,0,0,-,0
ʔ̪,-,-,-,-,0,0,0,0,-,-,+,0,0,0,0,0,0,0,0,0,0,0,-,0
ʔ̠,-,-,-,-,0,0,0,0,-,-,+,0,0,0,0,0,0,0,0,0,0,0,-,0
ᵇ̵ʔ,-,-,-,-,0,0,0,0,-,-,+,0,0,0,0,0,0,0,0,0,0,0,-,0
ʔʼʲ,-,-,-,-,0,0,0,0,-,-,+,0,0,0,0,+,0,-,0,0,0,0,-,0
ʔʲ,-,-,-,-,0,0,0,0,-,-,+,0,0,0,0,+,0,-,0,0,0,0,-,0
ʔʲʼ,-,-,-,-,0,0,0,0,-,-,+,0,0,0,0,+,0,-,0,0,0,0,-,0
ʔˠ,-,-,-,-,0,0,0,0,-,-,+,0,0,0,0,+,0,+,0,0,0,0,-,0
ʔʷʼ,-,-,-,-,0,0,0,0,-,-,+,0,0,0,0,+,0,+,+,0,0,0,-,0
ʔʼʷ,-,-,-,-,0,0,0,0,-,-,+,0,0,0,0,+,0,+,+,0,0,0,-,0
ʔʷ,-,-,-,-,0,0,0,0,-,-,+,0,0,0,0,+,0,+,+,0,0,0,-,0
ʔʷˠ,-,-,-,-,0,0,0,0,-,-,+,0,0,0,0,+,0,+,+,0,0,0,-,0
ʔʲʷ,-,-,-,-,0,0,0,0,-,-,+,0,0,0,0,+,0,+,+,0,0,0,-,0
ʔʳ,-,-,-,-,0,0,0,0,-,-,+,-,0,0,0,+,0,0,+,0,0,0,-,0
ʔʴ,-,-,-,-,0,0,0,0,-,-,+,-,0,0,0,+,0,0,+,0,0,0,-,0
ʔʷˤ,-,-,-,-,0,0,0,0,-,-,+,0,0,0,0,+,+,+,+,0,0,0,-,0
ʔʷˤʼ,-,-,-,-,0,0,0,0,-,-,+,0,0,0,0,+,+,+,+,0,0,0,-,0
h͈,-,-,-,-,0,0,0,0,-,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
ɦ͈,-,-,-,-,0,0,0,0,+,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
ʃ͈,-,-,+,-,-,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʒ͈,-,-,+,-,-,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʈ̺,-,-,+,-,-,0,0,0,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʈ̟,-,-,+,-,-,0,0,0,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʈ̠,-,-,+,-,-,0,0,0,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʈᵊ,-,-,+,-,-,0,0,0,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ˈʈ,-,-,+,-,-,0,0,0,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʈᵗ,-,-,+,-,-,0,0,0,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ˌʈ,-,-,+,-,-,0,0,0,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʈᶻ,-,-,+,-,-,0,0,0,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʈ̾,-,-,+,-,-,0,0,0,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʈ̚,-,-,+,-,-,0,0,0,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʈ,-,-,+,-,-,0,0,0,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʈᵈ,-,-,+,-,-,0,0,0,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʈᵍ,-,-,+,-,-,0,0,0,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ᵈ̵ʈ,-,-,+,-,-,0,0,0,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʈ͉,-,-,+,-,-,0,0,0,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʈ̪,-,-,+,-,-,0,0,0,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʂ͈,-,-,+,-,-,0,0,+,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ᵇ̵ʈ,-,-,+,-,-,0,0,0,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʰ̵ʈ,-,-,+,-,-,0,0,0,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ɖ̺,-,-,+,-,-,0,0,0,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ɖ̟,-,-,+,-,-,0,0,0,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ɖ̠,-,-,+,-,-,0,0,0,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ˈɖ,-,-,+,-,-,0,0,0,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ɖᵗ,-,-,+,-,-,0,0,0,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ˌɖ,-,-,+,-,-,0,0,0,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ɖᵊ,-,-,+,-,-,0,0,0,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ɖᶻ,-,-,+,-,-,0,0,0,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ɖ̾,-,-,+,-,-,0,0,0,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ɖ̚,-,-,+,-,-,0,0,0,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ɖ,-,-,+,-,-,0,0,0,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ɖᵈ,-,-,+,-,-,0,0,0,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ɖᵍ,-,-,+,-,-,0,0,0,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ᵈ̵ɖ,-,-,+,-,-,0,0,0,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ɖ͉,-,-,+,-,-,0,0,0,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ɖ̪,-,-,+,-,-,0,0,0,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʐ͈,-,-,+,-,-,0,0,+,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ᵇ̵ɖ,-,-,+,-,-,0,0,0,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʰ̵ɖ,-,-,+,-,-,0,0,0,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʈ̻,-,-,+,-,-,0,0,0,-,0,0,-,+,+,-,0,0,0,0,0,0,0,0,-
ɖ̻,-,-,+,-,-,0,0,0,+,0,0,-,+,+,-,0,0,0,0,0,0,0,0,-
t̪̺,-,-,+,-,-,0,0,0,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
t̺,-,-,+,-,-,0,0,0,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
t̟,-,-,+,-,-,0,0,0,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
t̠,-,-,+,-,-,0,0,0,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
tᵊ,-,-,+,-,-,0,0,0,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ˈt,-,-,+,-,-,0,0,0,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
tᵗ,-,-,+,-,-,0,0,0,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ˌt,-,-,+,-,-,0,0,0,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
tᶻ,-,-,+,-,-,0,0,0,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
t̾,-,-,+,-,-,0,0,0,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
t̚,-,-,+,-,-,0,0,0,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
t,-,-,+,-,-,0,0,0,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
tᵈ,-,-,+,-,-,0,0,0,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
tᵍ,-,-,+,-,-,0,0,0,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ᵈ̵t,-,-,+,-,-,0,0,0,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
t͉,-,-,+,-,-,0,0,0,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
t̪,-,-,+,-,-,0,0,0,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
s͈,-,-,+,-,-,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ᵇ̵t,-,-,+,-,-,0,0,0,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ʰ̵t,-,-,+,-,-,0,0,0,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
d̪̺,-,-,+,-,-,0,0,0,+,0,0,+,+,-,-,0,0,0,0,0,0,0,+,-
d̺,-,-,+,-,-,0,0,0,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
d̟,-,-,+,-,-,0,0,0,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
d̠,-,-,+,-,-,0,0,0,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ˈd,-,-,+,-,-,0,0,0,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
dᵗ,-,-,+,-,-,0,0,0,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ˌd,-,-,+,-,-,0,0,0,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
dᵊ,-,-,+,-,-,0,0,0,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
dᶻ,-,-,+,-,-,0,0,0,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
d̾,-,-,+,-,-,0,0,0,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
d̚,-,-,+,-,-,0,0,0,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
d,-,-,+,-,-,0,0,0,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
dᵈ,-,-,+,-,-,0,0,0,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
dᵍ,-,-,+,-,-,0,0,0,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
d͉,-,-,+,-,-,0,0,0,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ᵈ̵d,-,-,+,-,-,0,0,0,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
z͈,-,-,+,-,-,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
d̪,-,-,+,-,-,0,0,0,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ᵇ̵d,-,-,+,-,-,0,0,0,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ʰ̵d,-,-,+,-,-,0,0,0,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
t̪̻,-,-,+,-,-,0,0,0,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
t̻,-,-,+,-,-,0,0,0,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
t̪̟,-,-,+,-,-,0,0,0,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
t̪̠,-,-,+,-,-,0,0,0,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
t̪ᵊ,-,-,+,-,-,0,0,0,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
ˈt̪,-,-,+,-,-,0,0,0,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
t̪ᵗ,-,-,+,-,-,0,0,0,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
ˌt̪,-,-,+,-,-,0,0,0,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
t̪ᶻ,-,-,+,-,-,0,0,0,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
t̪̾,-,-,+,-,-,0,0,0,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
t̪̚,-,-,+,-,-,0,0,0,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
t̪,-,-,+,-,-,0,0,0,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
t̪ᵈ,-,-,+,-,-,0,0,0,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
t̪ᵍ,-,-,+,-,-,0,0,0,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
ᵈ̵t̪,-,-,+,-,-,0,0,0,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
t̪͉,-,-,+,-,-,0,0,0,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
t̪̪,-,-,+,-,-,0,0,0,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
θ͈,-,-,+,-,-,0,0,-,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
ᵇ̵t̪,-,-,+,-,-,0,0,0,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
ʰ̵t̪,-,-,+,-,-,0,0,0,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
d̪̻,-,-,+,-,-,0,0,0,+,0,0,+,+,+,-,0,0,0,0,0,0,0,+,-
d̻,-,-,+,-,-,0,0,0,+,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
d̪̟,-,-,+,-,-,0,0,0,+,0,0,+,+,+,-,0,0,0,0,0,0,0,+,-
d̪̠,-,-,+,-,-,0,0,0,+,0,0,+,+,+,-,0,0,0,0,0,0,0,+,-
ˈd̪,-,-,+,-,-,0,0,0,+,0,0,+,+,+,-,0,0,0,0,0,0,0,+,-
d̪ᵗ,-,-,+,-,-,0,0,0,+,0,0,+,+,+,-,0,0,0,0,0,0,0,+,-
ˌd̪,-,-,+,-,-,0,0,0,+,0,0,+,+,+,-,0,0,0,0,0,0,0,+,-
d̪ᵊ,-,-,+,-,-,0,0,0,+,0,0,+,+,+,-,0,0,0,0,0,0,0,+,-
d̪ᶻ,-,-,+,-,-,0,0,0,+,0,0,+,+,+,-,0,0,0,0,0,0,0,+,-
d̪̾,-,-,+,-,-,0,0,0,+,0,0,+,+,+,-,0,0,0,0,0,0,0,+,-
d̪̚,-,-,+,-,-,0,0,0,+,0,0,+,+,+,-,0,0,0,0,0,0,0,+,-
d̪,-,-,+,-,-,0,0,0,+,0,0,+,+,+,-,0,0,0,0,0,0,0,+,-
d̪ᵈ,-,-,+,-,-,0,0,0,+,0,0,+,+,+,-,0,0,0,0,0,0,0,+,-
d̪ᵍ,-,-,+,-,-,0,0,0,+,0,0,+,+,+,-,0,0,0,0,0,0,0,+,-
ᵈ̵d̪,-,-,+,-,-,0,0,0,+,0,0,+,+,+,-,0,0,0,0,0,0,0,+,-
d̪͉,-,-,+,-,-,0,0,0,+,0,0,+,+,+,-,0,0,0,0,0,0,0,+,-
d̪̪,-,-,+,-,-,0,0,0,+,0,0,+,+,+,-,0,0,0,0,0,0,0,+,-
ʰ̵d̪,-,-,+,-,-,0,0,0,+,0,0,+,+,+,-,0,0,0,0,0,0,0,+,-
ᵇ̵d̪,-,-,+,-,-,0,0,0,+,0,0,+,+,+,-,0,0,0,0,0,0,0,+,-
p̟,-,-,+,-,-,0,0,0,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
p̠,-,-,+,-,-,0,0,0,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
ˈp,-,-,+,-,-,0,0,0,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
pᵗ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
ˌp,-,-,+,-,-,0,0,0,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
pᶻ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
p̾,-,-,+,-,-,0,0,0,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
pᵊ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
p̚,-,-,+,-,-,0,0,0,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
p,-,-,+,-,-,0,0,0,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
pᵈ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
pᵍ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
p͉,-,-,+,-,-,0,0,0,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
ᵈ̵p,-,-,+,-,-,0,0,0,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
p̪,-,-,+,-,-,0,0,0,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
f͈,-,-,+,-,-,0,0,+,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
ɸ͈,-,-,+,-,-,0,0,-,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
ᵇ̵p,-,-,+,-,-,0,0,0,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
ʰ̵p,-,-,+,-,-,0,0,0,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
b̟,-,-,+,-,-,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
b̠,-,-,+,-,-,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
ˈb,-,-,+,-,-,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
bᵗ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
ˌb,-,-,+,-,-,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
bᶻ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
b̾,-,-,+,-,-,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
bᵊ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
b̚,-,-,+,-,-,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
bᵈ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
b,-,-,+,-,-,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
bᵍ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
ᵈ̵b,-,-,+,-,-,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
b͉,-,-,+,-,-,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
b̪,-,-,+,-,-,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
v͈,-,-,+,-,-,0,0,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
β͈,-,-,+,-,-,0,0,-,+,0,0,0,-,0,+,0,0,0,0,0,0,0,+,-
ᵇ̵b,-,-,+,-,-,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
ʰ̵b,-,-,+,-,-,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
t̼,-,-,+,-,-,0,0,0,-,0,0,+,+,-,+,0,0,0,0,0,0,0,0,-
d̼,-,-,+,-,-,0,0,0,+,0,0,+,+,-,+,0,0,0,0,0,0,0,0,-
t̪̼,-,-,+,-,-,0,0,0,-,0,0,+,+,+,+,0,0,0,0,0,0,0,0,-
d̪̼,-,-,+,-,-,0,0,0,+,0,0,+,+,+,+,0,0,0,0,0,0,0,+,-
ʈˤ,-,-,+,-,-,0,0,0,-,0,0,-,+,-,-,0,+,+,0,0,0,0,0,-
ɖˤ,-,-,+,-,-,0,0,0,+,0,0,-,+,-,-,0,+,+,0,0,0,0,0,-
tˤ,-,-,+,-,-,0,0,0,-,0,0,+,+,-,-,0,+,+,0,0,0,0,0,-
dˤ,-,-,+,-,-,0,0,0,+,0,0,+,+,-,-,0,+,+,0,0,0,0,0,-
t̪ˤ,-,-,+,-,-,0,0,0,-,0,0,+,+,+,-,0,+,+,0,0,0,0,0,-
d̪ˤ,-,-,+,-,-,0,0,0,+,0,0,+,+,+,-,0,+,+,0,0,0,0,+,-
pˤ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,+,0,+,+,0,0,0,0,0,-
bˤ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,+,0,+,+,0,0,0,0,0,-
q̟,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
q̠,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
qᵊ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
ˈq,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
qᵗ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
ˌq,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
qᶻ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
q̾,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
q̚,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
q,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
qᵈ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
ʰ̵q,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
qᵍ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
ᵈ̵q,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
q͉,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
q̪,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
χ͈,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
ᵇ̵q,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
ɢ̟,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
ɢ̠,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
ˈɢ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
ˌɢ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
ɢᵗ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
ɢᶻ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
ɢ̾,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
ɢᵊ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
ɢ̚,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
ɢ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
ɢᵈ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
ɢᵍ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
ᵈ̵ɢ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
ɢ͉,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
ɢ̪,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
ʁ͈,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
ᵇ̵ɢ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
ʰ̵ɢ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
qˤ,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,-,+,+,0,0,0,0,0,+
ħ͈,-,-,+,-,-,0,0,0,-,0,0,0,-,0,-,-,+,+,0,0,0,0,0,+
ɢˤ,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,-,+,+,0,0,0,0,0,+
ʕ͈,-,-,+,-,-,0,0,0,+,0,0,0,-,0,-,-,+,+,0,0,0,0,0,+
ʈʳ,-,-,+,-,-,0,0,0,-,0,0,-,+,-,-,+,0,0,+,0,0,0,0,-
tʳ,-,-,+,-,-,0,0,0,-,0,0,-,+,-,-,+,0,0,+,0,0,0,0,-
ʈʴ,-,-,+,-,-,0,0,0,-,0,0,-,+,-,-,+,0,0,+,0,0,0,0,-
tʴ,-,-,+,-,-,0,0,0,-,0,0,-,+,-,-,+,0,0,+,0,0,0,0,-
dʳ,-,-,+,-,-,0,0,0,+,0,0,-,+,-,-,+,0,0,+,0,0,0,0,-
ɖʳ,-,-,+,-,-,0,0,0,+,0,0,-,+,-,-,+,0,0,+,0,0,0,0,-
dʴ,-,-,+,-,-,0,0,0,+,0,0,-,+,-,-,+,0,0,+,0,0,0,0,-
ɖʴ,-,-,+,-,-,0,0,0,+,0,0,-,+,-,-,+,0,0,+,0,0,0,0,-
ʈʲ,-,-,+,-,-,0,0,0,-,0,0,-,+,-,-,+,0,-,0,0,0,0,0,-
